Year	DOY	Hour	Minute	Tair	Pressure	Precipitation	Kdown	WindSpeed	RelativeHumidity
2010	8	19	0	-2.8	100	0	0	11.62	72.62
2010	8	20	0	-3.3	101	0	0	11.62	75.69
2010	8	21	0	-4.4	101	0	0	10.73	74.11
2010	8	22	0	-4.4	101	0	0	9.83	78.67
2010	8	23	0	-5	101	0	0	9.83	77.78
2010	9	0	0	-5	101	0	0	5.81	77.51
2010	9	1	0	-5	101	0	0	7.6	77.22
2010	9	2	0	-5.6	101	0	0	7.15	76.71
2010	9	3	0	-5.6	101	0	0	8.05	82.25
2010	9	4	0	-6.1	101	0	0	6.71	81.64
2010	9	5	0	-6.1	101	0	0	6.71	80.98
2010	9	6	0	-6.7	101	0	0	9.39	80.37
2010	9	7	0	-6.7	101	0	0	6.71	79.97
2010	9	8	0	-6.7	101	0	39	6.71	75.16
2010	9	9	0	-5.6	101	0	199.5	6.71	69.4
2010	9	10	0	-3.9	101	0	348	7.15	64.03
2010	9	11	0	-2.8	101	0	455.5	9.39	59.27
2010	9	12	0	-2.2	101	0	507	8.05	59.46
2010	9	13	0	-1.1	101	0	495	7.6	55.89
2010	9	14	0	-0.6	101	0	422.5	7.15	56.8
2010	9	15	0	-0.6	101	0	297	7.6	57.5
2010	9	16	0	-0.6	101	0	138	6.26	66.2
2010	9	17	0	-2.2	101	0	12	7.15	69.59
2010	9	18	0	-2.8	102	0	0	8.05	72.7
2010	9	19	0	-3.3	102	0	0	7.15	70.05
2010	9	20	0	-4.4	102	0	0	7.15	72.89
2010	9	21	0	-5	102	0	0	6.71	76.44
2010	9	22	0	-6.1	102	0	0	6.71	75.17
2010	9	23	0	-6.7	102	0	0	7.15	79.6
2010	10	0	0	-7.2	102	0	0	4.47	78.45
2010	10	1	0	-8.3	102	0	0	4.92	77.49
2010	10	2	0	-8.3	102	0	0	4.92	76.47
2010	10	3	0	-8.9	102	0	0	4.02	81.26
2010	10	4	0	-8.9	102	0	0	5.81	80.09
2010	10	5	0	-9.4	102	0	0	5.81	79.07
2010	10	6	0	-9.4	102	0	0	4.92	78.31
2010	10	7	0	-9.4	102	0	0	4.92	78.03
2010	10	8	0	-9.4	102	0	39.5	6.71	72.81
2010	10	9	0	-7.8	102	0	197.5	4.92	68.11
2010	10	10	0	-6.7	102	0	341	7.15	59.99
2010	10	11	0	-5	102	0	442	5.81	57.68
2010	10	12	0	-3.3	102	0	489	6.26	56.14
2010	10	13	0	-2.2	102	0	476.5	5.81	54.81
2010	10	14	0	-1.1	102	0	406	4.47	53.53
2010	10	15	0	-1.1	102	0	286	5.81	61.44
2010	10	16	0	-2.2	102	0	99.5	5.81	68.7
2010	10	17	0	-2.8	102	0	12	4.47	72.82
2010	10	18	0	-3.3	102	0	0	5.81	72.13
2010	10	19	0	-2.8	102	0	0	6.26	76.54
2010	10	20	0	-3.3	102	0	0	5.81	75.13
2010	10	21	0	-3.9	102	0	0	4.92	74.51
2010	10	22	0	-3.9	102	0	0	4.92	75.15
2010	10	23	0	-3.9	102	0	0	4.02	82.72
2010	11	0	0	-4.4	102	0	0	5.81	84.4
2010	11	1	0	-4.4	102	0	0	4.02	85.7
2010	11	2	0	-5	102	0	0	4.92	86.5
2010	11	3	0	-5	102	0	0	4.92	87
2010	11	4	0	-5.6	102	0	0	4.47	86.76
2010	11	5	0	-5	102	0	0	5.81	85.81
2010	11	6	0	-6.1	102	0	0	3.58	91.31
2010	11	7	0	-6.1	102	0	0	4.02	90.56
2010	11	8	0	-5	102	0	43.5	5.81	80.05
2010	11	9	0	-3.3	102	0	190	4.02	75.91
2010	11	10	0	-2.2	102	0	332.5	4.92	71.74
2010	11	11	0	-1.7	101	0	337	2.68	68.27
2010	11	12	0	-0.6	101	0	345	4.47	64.26
2010	11	13	0	-1.1	101	0	313	4.02	60.56
2010	11	14	0	0	101	0	237.5	4.92	61.85
2010	11	15	0	-0.6	101	0	200	5.81	65.7
2010	11	16	0	-0.6	101	0	69.5	4.47	77.01
2010	11	17	0	-0.6	101	0	6.5	6.26	75.61
2010	11	18	0	-1.1	101	0	0	4.92	76.3
2010	11	19	0	-1.1	101	0	0	3.13	77.16
2010	11	20	0	-0.6	101	0	0	4.92	77.96
2010	11	21	0	-0.6	101	0	0	4.92	78.48
2010	11	22	0	-1.1	101	0	0	4.47	78.98
2010	11	23	0	-1.1	101	0	0	4.47	79.24
2010	12	0	0	-0.6	101	0	0	3.58	79.04
2010	12	1	0	0	101	0	0	4.47	78.41
2010	12	2	0	-0.6	101	0	0	4.47	82.88
2010	12	3	0	-1.1	101	0	0	3.58	82.44
2010	12	4	0	-1.1	101	0	0	4.02	82.31
2010	12	5	0	-1.1	101	0	0	4.47	82.06
2010	12	6	0	-1.7	101	0	0	4.47	87.7
2010	12	7	0	-1.7	101	0	0	4.92	80.91
2010	12	8	0	-1.7	101	0	18.5	4.92	78.02
2010	12	9	0	-1.1	101	0	134	5.81	74.38
2010	12	10	0	0	101	0	312.5	5.81	71.08
2010	12	11	0	0.6	101	0	415	4.92	72.82
2010	12	12	0	1.7	101	0	416.5	4.92	69.14
2010	12	13	0	2.2	101	0	456.5	7.15	70.06
2010	12	14	0	2.2	101	0	394	6.26	69.72
2010	12	15	0	2.2	101	0	281.5	6.71	73
2010	12	16	0	1.7	101	0	134	7.6	69.76
2010	12	17	0	0.6	101	0	13.5	9.39	71.39
2010	12	18	0	-1.1	101	0	0	9.39	72.8
2010	12	19	0	-1.7	101	0	0	9.39	74.87
2010	12	20	0	-2.2	101	0	0	8.94	77.7
2010	12	21	0	-3.3	101	0	0	7.15	75.19
2010	12	22	0	-3.3	101	0	0	8.05	79.29
2010	12	23	0	-3.9	101	0	0	7.15	78.09
2010	13	0	0	-3.9	101	0	0	9.39	77.11
2010	13	1	0	-4.4	102	0	0	7.15	77.25
2010	13	2	0	-4.4	102	0	0	9.39	79.1
2010	13	3	0	-4.4	102	0	0	8.05	75.15
2010	13	4	0	-3.9	102	0	0	8.94	76.38
2010	13	5	0	-4.4	102	0	0	9.39	77.15
2010	13	6	0	-3.9	102	0	0	7.6	77.41
2010	13	7	0	-3.9	102	0	0	5.81	82.84
2010	13	8	0	-3.9	102	0	26	8.05	74.06
2010	13	9	0	-2.8	102	0	123	8.94	70.62
2010	13	10	0	-2.2	102	0	236	6.26	68.07
2010	13	11	0	-0.6	102	0	236.5	8.05	66.22
2010	13	12	0	-0.6	102	0	283	3.58	69.78
2010	13	13	0	0.6	101	0	238.5	4.47	68.14
2010	13	14	0	0.6	101	0	193	5.81	71.05
2010	13	15	0	2.2	101	0	195	3.58	75.95
2010	13	16	0	1.7	101	0	77	4.02	81.23
2010	13	17	0	0.6	101	0	8	2.68	79.28
2010	13	18	0	1.1	102	0	0	3.58	79.62
2010	13	19	0	1.1	102	0	0	5.81	85.6
2010	13	20	0	0.6	102	0	0	4.47	85.81
2010	13	21	0	0	102	0	0	4.02	92.17
2010	13	22	0	0.6	102	0	0	3.13	91.89
2010	13	23	0	0	102	0	0	3.58	91.28
2010	14	0	0	-2.2	102	0	0	3.58	90.06
2010	14	1	0	-1.7	102	0	0	3.13	88.72
2010	14	2	0	-2.2	102	0	0	2.24	94.02
2010	14	3	0	-2.2	102	0	0	0.01	92.38
2010	14	4	0	-2.8	102	0	0	2.24	90.93
2010	14	5	0	-1.7	102	0	0	2.24	89.53
2010	14	6	0	-1.1	102	0	0	2.24	88.66
2010	14	7	0	-1.1	102	0	0	1.34	88.85
2010	14	8	0	-2.2	102	0	41	1.34	81.3
2010	14	9	0	-0.6	102	0	181.5	1.34	79.17
2010	14	10	0	1.7	102	0	320	0.01	73.29
2010	14	11	0	2.2	102	0	421	0.01	63.43
2010	14	12	0	2.8	102	0	468.5	2.68	65.02
2010	14	13	0	3.3	102	0	458.5	2.24	66.41
2010	14	14	0	3.3	102	0	391.5	3.58	68.69
2010	14	15	0	3.3	102	0	276	3.13	80.79
2010	14	16	0	2.8	102	0	131.5	2.24	79.52
2010	14	17	0	0	102	0	14	2.68	85.2
2010	14	18	0	0.6	102	0	0	3.58	88.36
2010	14	19	0	0.6	102	0	0	3.13	91.67
2010	14	20	0	1.7	102	0	0	4.92	94.92
2010	14	21	0	1.1	102	0	0	4.02	97.46
2010	14	22	0	-1.1	102	0	0	3.58	99.26
2010	14	23	0	-0.6	102	0	0	3.58	100
2010	15	0	0	-1.1	102	0	0	2.24	99.79
2010	15	1	0	-1.1	102	0	0	3.13	99.22
2010	15	2	0	-2.2	102	0	0	3.58	98.43
2010	15	3	0	-0.6	101	0	0	4.47	97.48
2010	15	4	0	-2.2	101	0	0	2.68	96.51
2010	15	5	0	-2.2	101	0	0	3.58	95.72
2010	15	6	0	-1.1	101	0	0	4.92	95.5
2010	15	7	0	0.6	101	0	0	4.47	95.82
2010	15	8	0	0	101	0	23.5	4.02	98.26
2010	15	9	0	2.8	102	0	53	4.02	94.78
2010	15	10	0	3.3	102	0	51	3.58	86.14
2010	15	11	0	4.4	101	0	6.5	3.58	84.09
2010	15	12	0	5	101	0	89.5	4.02	82.66
2010	15	13	0	6.7	101	0	308.5	4.02	87.36
2010	15	14	0	8.9	101	0	299	4.47	89.82
2010	15	15	0	9.4	101	0	208.5	6.71	88.45
2010	15	16	0	10	101	0	101	8.05	97.94
2010	15	17	0	7.2	102	0	11	8.05	96.78
2010	15	18	0	6.7	102	0	0	6.26	94.49
2010	15	19	0	7.2	102	0	0	4.92	97.27
2010	15	20	0	6.7	102	0	0	6.26	99.33
2010	15	21	0	6.7	102	0	0	7.15	94.89
2010	15	22	0	5.6	102	0	0	4.02	98.73
2010	15	23	0	5.6	102	0	0	3.13	97.02
2010	16	0	0	5	102	0	0	4.47	95.76
2010	16	1	0	4.4	102	0	0	4.47	94.76
2010	16	2	0	3.9	102	0	0	4.92	94.02
2010	16	3	0	4.4	102	0	0	4.02	93.38
2010	16	4	0	4.4	102	0	0	5.81	93.46
2010	16	5	0	4.4	102	0	0	4.92	94.04
2010	16	6	0	3.9	102	0	0	4.47	94.03
2010	16	7	0	3.9	102	0	0	6.26	94.15
2010	16	8	0	3.3	102	0	47.5	4.02	92.58
2010	16	9	0	4.4	102	0	198	6.26	90.96
2010	16	10	0	6.1	102	0	342.5	6.26	80.34
2010	16	11	0	6.7	102	0	359	6.71	74.39
2010	16	12	0	7.2	101	0	390.5	6.71	75.91
2010	16	13	0	8.3	101	0	379	7.15	74.57
2010	16	14	0	8.9	101	0	341.5	6.26	79.75
2010	16	15	0	9.4	101	0	206	5.81	87.77
2010	16	16	0	9.4	101	0	140	6.26	94.93
2010	16	17	0	6.7	101	0	14.5	4.02	100
2010	16	18	0	6.1	101	0	0	4.02	100
2010	16	19	0	4.4	102	0	0	3.13	100
2010	16	20	0	3.9	102	0	0	3.58	100
2010	16	21	0	4.4	101	0	0	3.13	100
2010	16	22	0	4.4	101	0	0	3.58	100
2010	16	23	0	3.9	101	0	0	1.34	99
2010	17	0	0	0.6	101	0	0	3.13	97.81
2010	17	1	0	1.1	101	0	0	3.13	96.97
2010	17	2	0	-0.6	101	0	0	0.01	94.99
2010	17	3	0	0	101	0	0	0.01	94.94
2010	17	4	0	0.6	101	0	0	0.01	96.5
2010	17	5	0	0.6	101	0	0	2.68	98.75
2010	17	6	0	1.1	101	0	0	3.58	100
2010	17	7	0	1.7	101	0	0	3.13	96.92
2010	17	8	0	2.2	101	0	13.5	4.02	98.86
2010	17	9	0	3.3	101	0	40.5	4.02	93.76
2010	17	10	0	4.4	101	0	76.5	4.02	95.8
2010	17	11	0	5	101	0	57.5	4.92	98.15
2010	17	12	0	5	101	0	25.5	6.71	100
2010	17	13	0	4.4	101	0.51	39	4.47	100
2010	17	14	0	3.9	101	2.54	19	5.81	100
2010	17	15	0	3.9	101	1.78	8.5	2.68	100
2010	17	16	0	3.9	100	1.78	126	8.94	100
2010	17	17	0	3.9	100	0.76	14.5	8.05	100
2010	17	18	0	3.9	100	1.27	0	6.71	100
2010	17	19	0	3.9	100	3.81	0	4.92	100
2010	17	20	0	4.4	100	1.52	0	5.81	100
2010	17	21	0	4.4	100	1.27	0	8.94	100
2010	17	22	0	3.9	99	0.51	0	10.28	99.66
2010	17	23	0	4.4	99	0.51	0	10.28	100
2010	18	0	0	4.4	99	0	0	12.52	100
2010	18	1	0	3.9	99	0.25	0	11.18	100
2010	18	2	0	3.9	99	0.25	0	11.62	96.54
2010	18	3	0	3.9	99	0	0	11.18	95.2
2010	18	4	0	3.3	99	0	0	8.94	95.38
2010	18	5	0	3.3	99	0	0	9.39	95.06
2010	18	6	0	3.3	100	0	0	8.05	94.03
2010	18	7	0	2.8	100	0	0	8.05	92.83
2010	18	8	0	2.8	100	0	18.5	8.94	92.67
2010	18	9	0	3.9	100	0	166.5	7.6	87.15
2010	18	10	0	5.6	100	0	335.5	10.28	83.39
2010	18	11	0	6.7	100	0	440.5	10.28	81.16
2010	18	12	0	6.7	100	0	490	9.83	79.49
2010	18	13	0	8.3	100	0	482.5	7.6	82.88
2010	18	14	0	9.4	100	0	417.5	6.26	85.38
2010	18	15	0	9.4	100	0	301.5	7.15	92.39
2010	18	16	0	9.4	100	0	152.5	4.92	99.05
2010	18	17	0	7.8	101	0	20.5	3.58	100
2010	18	18	0	6.7	101	0	0	2.24	100
2010	18	19	0	7.2	101	0	0	2.68	100
2010	18	20	0	5.6	101	0	0	0.01	100
2010	18	21	0	7.2	101	0	0	0.01	100
2010	18	22	0	6.1	101	0	0	3.58	99.98
2010	18	23	0	7.2	101	0	0	1.34	99.39
2010	19	0	0	4.4	101	0	0	2.24	92.15
2010	19	1	0	5.6	101	0	0	2.24	93.79
2010	19	2	0	5.6	101	0	0	2.68	94.67
2010	19	3	0	4.4	101	0	0	2.68	100
2010	19	4	0	3.3	101	0	0	2.68	100
2010	19	5	0	2.8	101	0	0	0.01	100
2010	19	6	0	2.2	101	0	0	0.01	100
2010	19	7	0	1.7	101	0	0	1.34	100
2010	19	8	0	1.7	101	0	14.5	1.34	100
2010	19	9	0	3.9	101	0	129.5	3.13	100
2010	19	10	0	4.4	101	0	178	3.58	97.09
2010	19	11	0	5	101	0	186.5	2.68	93.41
2010	19	12	0	5.6	101	0	153.5	0.01	89.31
2010	19	13	0	5	100	0	120.5	2.68	91.7
2010	19	14	0	5.6	100	0	79.5	0.01	93.6
2010	19	15	0	5.6	100	0	59	1.34	92.08
2010	19	16	0	6.1	100	0	44	0.01	94.78
2010	19	17	0	5.6	100	0	5	2.68	100
2010	19	18	0	5.6	101	0	0	2.68	100
2010	19	19	0	7.2	101	0	0	4.02	100
2010	19	20	0	7.2	101	0	0	6.26	100
2010	19	21	0	6.1	101	0	0	6.71	100
2010	19	22	0	3.9	101	0	0	3.58	100
2010	19	23	0	3.9	101	0	0	4.47	100
2010	20	0	0	3.3	101	0	0	3.58	98.36
2010	20	1	0	2.2	101	0	0	3.13	97.01
2010	20	2	0	2.8	101	0	0	2.24	96.61
2010	20	3	0	1.1	101	0	0	3.58	96.12
2010	20	4	0	1.1	101	0	0	2.68	95.44
2010	20	5	0	1.1	101	0	0	2.68	94.5
2010	20	6	0	0.6	101	0	0	3.58	92.68
2010	20	7	0	1.1	101	0	0	3.13	89.83
2010	20	8	0	1.7	101	0	50	5.81	87
2010	20	9	0	2.8	101	0	200.5	4.92	80.69
2010	20	10	0	4.4	101	0	347.5	6.71	71.91
2010	20	11	0	5.6	101	0	454	7.15	70.1
2010	20	12	0	5.6	101	0	358	7.15	64.9
2010	20	13	0	6.1	101	0	494	5.81	65.18
2010	20	14	0	6.7	101	0	427.5	8.05	66.38
2010	20	15	0	6.1	101	0	253.5	5.81	74.36
2010	20	16	0	5	101	0	158.5	7.6	84.74
2010	20	17	0	4.4	101	0	22.5	4.92	89.73
2010	20	18	0	3.3	101	0	0	6.71	90.48
2010	20	19	0	3.3	101	0	0	4.92	90.54
2010	20	20	0	2.8	101	0	0	5.81	90.19
2010	20	21	0	2.2	101	0	0	3.13	89.53
2010	20	22	0	2.2	101	0	0	3.58	88.64
2010	20	23	0	1.7	101	0	0	3.13	87.64
2010	21	0	0	1.1	101	0	0	2.24	86.7
2010	21	1	0	0.6	101	0	0	3.13	85.77
2010	21	2	0	0.6	101	0	0	4.92	91.16
2010	21	3	0	0	101	0	0	4.92	89.68
2010	21	4	0	-0.6	101	0	0	2.68	87.97
2010	21	5	0	-1.1	102	0	0	3.13	85.59
2010	21	6	0	-1.1	102	0	0	2.68	83.47
2010	21	7	0	-1.1	102	0	0	2.24	83.03
2010	21	8	0	-0.6	102	0	57.5	1.34	77.13
2010	21	9	0	1.1	102	0	217.5	2.24	70.55
2010	21	10	0	2.2	102	0	367	2.68	64.28
2010	21	11	0	2.8	102	0	474.5	1.34	57.55
2010	21	12	0	3.9	102	0	527	2.24	56.75
2010	21	13	0	5	102	0	406	2.24	53.2
2010	21	14	0	5.6	102	0	360	2.24	57.49
2010	21	15	0	3.9	102	0	331.5	4.92	63.56
2010	21	16	0	3.3	102	0	175	4.92	65.51
2010	21	17	0	1.7	102	0	26.5	3.13	65.65
2010	21	18	0	0.6	102	0	0	2.24	73.44
2010	21	19	0	1.1	102	0	0	0.01	75.99
2010	21	20	0	0.6	102	0	0	1.34	77.74
2010	21	21	0	0.6	101	0	0	0.01	72.79
2010	21	22	0	0	101	0	0	0.01	74.05
2010	21	23	0	1.1	101	0	0	0.01	75.8
